1.72	3.2389 3
1.73	-1.95746 3
1.74	-0.727582 3
1.75	-3.90584 3
1.76	-4.54288 3
1.77	-2.4735 3
1.78	-0.925215 3
1.79	-4.35546 3
1.8	0.652591 3
1.81	1.61655 3
1.82	-1.14031 3
1.83	0.210907 3
1.84	-2.51841 3
1.85	2.08797 3
1.86	-1.37838 3
1.87	-0.702296 3
1.88	1.47813 3
1.89	2.50515 3
1.9	3.15305 3
1.91	-0.662918 3
1.92	1.96329 3
1.93	-1.32413 3
1.94	3.2671 3
1.95	-2.89495 3
1.96	2.48617 3
1.97	3.18948 3
1.98	-2.34665 3
1.99	-0.865699 3
2	2.95486 3
2.01	-4.59194 3
2.02	-0.717635 3
2.03	-0.924625 3
2.04	0.298938 3
2.05	-0.579459 3
2.06	-0.692824 3
2.07	0.0853592 3
2.08	-1.57085 3
2.09	1.70518 3
2.1	-0.69746 3
2.11	-1.12044 3
2.12	-0.226092 3
2.13	2.30233 3
2.14	-0.719065 3
2.15	-1.29563 3
2.16	-0.0352271 3
2.17	2.9224 3
2.18	0.692674 3
2.19	0.0281773 3
2.2	2.4885 3
2.21	3.47454 3
2.22	4.04104 3
2.23	2.06658 3
2.24	0.450075 3
2.25	-0.527625 3
2.26	-1.22819 3
2.27	2.67528 3
2.28	-0.174695 3
2.29	-3.60821 3
2.3	0.265545 3
2.31	3.32645 3
2.32	1.1307 3
2.33	0.506386 3
2.34	0.318848 3
2.35	-2.81558 3
2.36	-3.37992 3
2.37	2.40838 3
2.38	-2.24079 3
2.39	-3.06564 3
2.4	0.586866 3
2.41	2.94894 3
2.42	1.09457 3
2.43	1.6203 3
2.44	0.615246 3
2.45	3.48406 3
2.46	1.35369 3
2.47	0.77686 3
2.48	2.96674 3
2.49	0.350788 3
2.5	-0.184192 3
2.51	0.829346 3
2.52	0.983089 3
2.53	4.33601 3
2.54	1.99883 3
2.55	2.93335 3
2.56	0.355457 3
2.57	-0.133931 3
2.58	0.635205 3
2.59	0.469786 3
2.6	0.126567 3
2.61	1.83724 3
2.62	0.518732 3
2.63	-2.49933 3
2.64	1.40919 3
2.65	-0.993921 3
2.66	-2.03076 3
2.67	-2.97271 3
2.68	-3.47459 3
2.69	-1.5728 3
2.7	0.12378 3
2.71	-3.38974 3
2.72	-1.15174 3
2.73	-2.17919 3
2.74	-3.13025 3
2.75	-0.825832 3
2.76	-1.74188 3
2.77	0.518388 3
2.78	0.920477 3
2.79	0.199908 3
2.8	-2.35586 3
2.81	-0.429461 3
2.82	1.05973 3
2.83	1.92357 3
2.84	2.88763 3
2.85	3.65521 3
2.86	1.28622 3
2.87	0.0148766 3
2.88	-0.648167 3
2.89	3.70423 3
2.9	1.58253 3
2.91	2.58281 3
2.92	-1.03622 3
2.93	-1.73164 3
2.94	-2.75837 3
2.95	-0.863816 3
2.96	0.532652 3
2.97	1.3145 3
2.98	-0.776279 3
2.99	-1.18313 3
3	-1.88917 3
3.01	-0.739501 3
3.02	-1.02158 3
3.03	3.26827 3
3.04	-0.738546 3
3.05	-0.917016 3
3.06	2.91467 3
3.07	3.28694 3
3.08	-2.92208 3
3.09	-0.330067 3
3.1	-4.61467 3
3.11	-0.818523 3
3.12	-0.516886 3
3.13	-1.3356 3
3.14	3.23601 3
3.15	1.43521 3
3.16	-1.1119 3
3.17	-1.59625 3
3.18	-0.808011 3
3.19	1.88777 3
3.2	-0.172579 3
3.21	0.433149 3
3.22	-0.570658 3
3.23	-0.338692 3
3.24	-4.49236 3
3.25	0.917128 3
3.26	1.95421 3
3.27	-4.09106 3
3.28	-1.72365 3
3.29	-0.666749 3
3.3	-0.84628 3
3.31	-4.29827 3
3.32	1.06893 3
3.33	-0.637397 3
3.34	-3.86516 3
3.35	-1.44849 3
3.36	-0.452856 3
3.37	2.67357 3
3.38	-0.99651 3
3.39	-0.185359 3
3.4	-2.68042 3
3.41	3.24065 3
3.42	3.81668 3
3.43	-1.97732 3
3.44	2.87454 3
3.45	-3.74992 3
3.46	-0.0374523 3
3.47	-2.33231 3
3.48	-3.25757 3
3.49	-0.866017 3
3.5	0.0721883 3
3.51	0.471184 3
3.52	3.93766 3
3.53	0.322468 3
3.54	0.466465 3
3.55	3.64192 3
3.56	1.35773 3
3.57	2.19617 3
3.58	0.691498 3
3.59	-3.19466 3
3.6	0.45068 3
3.61	0.669424 3
3.62	3.79391 3
3.63	4.46217 3
3.64	0.517028 3
3.65	-2.14025 3
3.66	4.25078 3
3.67	-0.585748 3
3.68	-1.53123 3
3.69	0.30409 3
3.7	4.57872 3
3.71	0.641421 3
3.72	0.500531 3
3.73	1.31279 3
3.74	1.95732 3
3.75	-1.40735 3
3.76	-2.35954 3
3.77	1.59484 3
3.78	2.37416 3
3.79	3.38821 3
3.8	-2.78276 3
3.81	1.90923 3
3.82	0.60703 3
3.83	0.378658 3
3.84	1.4851 3
3.85	0.757592 3
3.86	-1.86435 3
3.87	1.18377 3
3.88	-0.486812 3
3.89	0.510476 3
3.9	3.62885 3
3.91	4.35945 3
3.92	-0.954864 3
3.93	0.335375 3
3.94	3.92832 3
3.95	-0.580508 3
3.96	-1.50717 3
3.97	-2.5548 3
3.98	1.0875 3
3.99	-1.10081 3
4	0.127488 3
4.01	3.67532 3
4.02	-3.7105 3
4.03	0.299536 3
4.04	-2.7269 3
4.05	-3.58069 3
4.06	0.141894 3
4.07	2.38848 3
4.08	-3.29252 3
4.09	-1.01287 3
4.1	-0.150186 3
4.11	0.170569 3
4.12	0.516483 3
4.13	-0.125395 3
4.14	-2.50204 3
4.15	-0.661099 3
4.16	-1.20721 3
4.17	-2.07627 3
4.18	2.4513 3
4.19	3.27019 3
4.2	-4.40012 3
4.21	-2.662 3
4.22	-0.873471 3
4.23	-1.39691 3
4.24	-0.447933 3
4.25	2.17308 3
4.26	-4.17577 3
4.27	3.38669 3
4.28	-2.77438 3
4.29	-3.81913 3
4.3	3.20435 3
4.31	-0.603873 3
4.32	-0.46858 3
4.33	2.85674 3
4.34	3.26362 3
4.35	-0.602525 3
4.36	2.37037 3
4.37	-4.58004 3
4.38	-0.817734 3
4.39	-3.32336 3
4.4	-1.28919 3
4.41	0.378545 3
4.42	-2.79314 3
4.43	-1.07625 3
4.44	-1.51929 3
4.45	-0.787781 3
4.46	1.84856 3
4.47	-4.17198 3
4.48	0.410355 3
4.49	-2.62917 3
4.5	-0.347225 3
4.51	3.1494 3
4.52	0.867259 3
4.53	-3.04652 3
4.54	2.83108 3
4.55	0.508379 3
4.56	-0.623233 3
4.57	-0.201562 3
4.58	3.26488 3
4.59	-1.86156 3
4.6	2.0262 3
4.61	-0.830812 3
4.62	0.690809 3
4.63	-2.19843 3
4.64	-3.1576 3
4.65	0.446334 3
4.66	1.17575 3
4.67	2.17025 3
4.68	3.18568 3
4.69	-1.04794 3
4.7	1.74203 3
4.71	0.253758 3
4.72	-3.62223 3
4.73	-1.24903 3
4.74	-0.0465814 3
4.75	3.41479 3
4.76	1.10331 3
4.77	1.9795 3
4.78	3.00841 3
4.79	-0.337491 3
4.8	-0.94507 3
4.81	2.57292 3
4.82	3.58712 3
4.83	-3.47458 3
4.84	2.16748 3
4.85	-2.22789 3
4.86	-0.0891372 3
4.87	1.78058 3
4.88	0.424198 3
4.89	-2.55251 3
4.9	4.46335 3
4.91	-0.977097 3
4.92	3.29306 3
4.93	0.108167 3
4.94	4.66087 3
4.95	0.81482 3
4.96	-2.39003 3
4.97	1.54167 3
4.98	0.664374 3
4.99	3.31609 3
5	0.206916 3
5.01	-0.38102 3
5.02	0.634561 3
5.03	-2.29288 3
5.04	-3.05201 3
5.05	0.68283 3
5.06	3.24994 3
5.07	1.22378 3
5.08	1.83275 3
5.09	0.823149 3
5.1	0.38691 3
5.11	1.41989 3
5.12	-0.80825 3
5.13	-1.77368 3
5.14	-2.76876 3
5.15	4.56338 3
5.16	0.69297 3
5.17	-2.33753 3
5.18	-3.19613 3
5.19	0.460684 3
5.2	0.649866 3
5.21	-0.011254 3
5.22	-0.561946 3
5.23	0.301049 3
5.24	0.641304 3
5.25	0.992527 3
5.26	0.247702 3
5.27	2.58211 3
5.28	-3.07811 3
5.29	-3.73476 3
5.3	-1.61373 3
5.31	-2.68894 3
5.32	3.72134 3
5.33	-0.00503987 3
5.34	-0.147634 3
5.35	0.352869 3
5.36	3.82408 3
5.37	1.63571 3
5.38	-2.89752 3
5.39	3.42558 3
5.4	-4.2073 3
5.41	-0.118285 3
5.42	0.0926954 3
5.43	0.538909 3
5.44	-0.284906 3
5.45	-0.618549 3
5.46	0.158813 3
5.47	3.53487 3
5.48	-0.353817 3
5.49	-0.149475 3
5.5	0.293082 3
5.51	1.04343 3
5.52	-0.802123 3
5.53	-0.0598968 3
5.54	-1.77885 3
5.55	-0.768181 3
5.56	-0.33831 3
5.57	0.113099 3
5.58	0.865017 3
5.59	-0.908557 3
5.6	-1.24304 3
5.61	0.387708 3
5.62	-0.625637 3
5.63	-1.05945 3
5.64	3.03418 3
5.65	-2.24876 3
5.66	-0.560493 3
5.67	2.67868 3
5.68	-4.70607 3
5.69	1.23598 3
5.7	-1.04118 3
5.71	3.036 3
5.72	-0.655489 3
5.73	1.75433 3
5.74	2.70012 3
5.75	-4.61592 3
5.76	-0.744969 3
5.77	2.28852 3
5.78	0.079296 3
5.79	-0.533856 3
5.8	1.77687 3
5.81	2.78687 3
5.82	3.42082 3
5.83	-0.571992 3
5.84	-3.3072 3
5.85	-4.09026 3
5.86	-0.436918 3
5.87	-2.6619 3
5.88	2.9553 3
5.89	0.655053 3
5.9	1.52174 3
5.91	-2.99964 3
5.92	3.47094 3
5.93	-1.451 3
5.94	-0.255819 3
5.95	0.322791 3
5.96	3.85238 3
5.97	-1.68827 3
5.98	2.78471 3
5.99	-3.52239 3
6	4.10311 3
6.01	2.30489 3
6.02	0.566671 3
6.03	1.06795 3
6.04	-1.38967 3
6.05	-2.36565 3
6.06	0.915885 3
6.07	-0.848532 3
6.08	2.50234 3
6.09	3.51527 3
6.1	-3.39333 3
6.11	0.418411 3
6.12	-2.07562 3
6.13	-2.96909 3
6.14	1.72604 3
6.15	-1.48406 3
6.16	-2.45251 3
6.17	4.43935 3
6.18	-0.889142 3
6.19	0.472409 3
6.2	-2.77474 3
6.21	-3.26839 3
6.22	0.822401 3
6.23	3.74023 3
6.24	-0.00661185 3
6.25	2.22945 3
6.26	3.17384 3
6.27	4.16732 3
6.28	1.8168 3
6.29	2.67468 3
6.3	3.72094 3
6.31	4.49161 3
6.32	2.16559 3
6.33	3.15561 3
6.34	4.10611 3
6.35	-3.23119 3
6.36	-1.19816 3
6.37	3.55946 3
6.38	1.3362 3
6.39	0.59523 3
6.4	-1.70419 3
6.41	0.172289 3
6.42	-3.32956 3
6.43	-1.27544 3
6.44	0.272037 3
6.45	1.15649 3
6.46	-0.858665 3
6.47	2.72719 3
6.48	3.68283 3
6.49	-0.554178 3
6.5	0.271176 3
6.51	3.10777 3
6.52	3.92516 3
6.53	1.53858 3
6.54	0.071613 3
6.55	3.38772 3
6.56	-0.753186 3
6.57	1.78747 3
6.58	-0.169569 3
6.59	-3.55164 3
6.6	-3.99706 3
6.61	-0.177393 3
6.62	-3.24854 3
6.63	0.714477 3
6.64	-0.230818 3
6.65	0.0218122 3
6.66	0.323527 3
6.67	0.912305 3
6.68	-2.40572 3
6.69	0.0118333 3
6.7	-1.17639 3
6.71	1.17747 3
6.72	-0.632813 3
6.73	-3.95648 3
6.74	-4.46203 3
6.75	1.52003 3
6.76	-0.227267 3
6.77	0.212909 3
6.78	-0.654148 3
6.79	-3.122 3
6.8	2.83514 3
6.81	0.420874 3
6.82	-0.566016 3
6.83	-0.377272 3
6.84	-4.47587 3
6.85	-2.19268 3
6.86	1.69017 3
6.87	-1.20107 3
6.88	0.303744 3
6.89	-2.63873 3
6.9	2.17259 3
6.91	-4.49153 3
6.92	0.671047 3
6.93	1.65658 3
6.94	2.61612 3
6.95	-1.71809 3
6.96	1.13895 3
6.97	-0.991348 3
6.98	-4.40383 3
6.99	-0.645075 3
7	-0.836389 3
7.01	-0.235912 3
7.02	3.26879 3
7.03	1.15354 3
7.04	-0.33834 3
7.05	-4.23684 3
7.06	-1.8892 3
7.07	-2.77746 3
7.08	-3.74753 3
7.09	0.450444 3
7.1	-0.359472 3
7.11	-3.15817 3
7.12	0.237808 3
7.13	3.64335 3
7.14	-0.448876 3
7.15	2.90666 3
7.16	-4.11424 3
7.17	-0.127507 3
7.18	2.50618 3
7.19	0.438974 3
7.2	1.11431 3
7.21	0.0756818 3
7.22	-3.17119 3
7.23	3.86386 3
7.24	-0.0145555 3
7.25	2.70297 3
7.26	3.6631 3
7.27	4.14331 3
7.28	-1.87407 3
7.29	-0.105694 3
7.3	-3.55757 3
7.31	0.245548 3
7.32	-2.19637 3
7.33	-0.139676 3
7.34	-3.56552 3
7.35	0.320212 3
7.36	-2.55655 3
7.37	-3.30471 3
7.38	0.462903 3
7.39	0.739729 3
7.4	0.079505 3
7.41	-0.486543 3
7.42	-1.33702 3
7.43	0.954151 3
7.44	1.373 3
7.45	0.618907 3
7.46	3.09889 3
7.47	-2.67955 3
7.48	-3.22786 3
7.49	2.60486 3
7.5	-2.16271 3
7.51	-2.97383 3
7.52	2.16972 3
7.53	3.1159 3
7.54	-2.57867 3
7.55	4.67809 3
7.56	-1.08708 3
7.57	-2.10565 3
7.58	0.0524313 3
7.59	0.77324 3
7.6	0.87402 3
7.61	0.287091 3
7.62	1.64493 3
7.63	0.759126 3
7.64	0.917483 3
7.65	-3.00415 3
7.66	0.663688 3
7.67	0.451579 3
7.68	3.78561 3
7.69	-0.338205 3
7.7	2.24323 3
7.71	0.736249 3
7.72	-3.12668 3
7.73	4.42318 3
7.74	0.264996 3
7.75	-0.00595002 3
7.76	4.20859 3
7.77	-1.35599 3
7.78	0.0481215 3
7.79	0.80321 3
7.8	-3.78335 3
7.81	0.0380358 3
7.82	-0.233255 3
7.83	3.9347 3
7.84	-1.54362 3
7.85	2.60448 3
7.86	-0.559637 3
7.87	-1.21784 3
7.88	0.0190838 3
7.89	-3.21116 3
7.9	3.64826 3
7.91	-0.144463 3
7.92	-0.0498848 3
7.93	-0.77937 3
7.94	3.65343 3
7.95	-2.34134 3
7.96	-0.0730682 3
7.97	-1.16219 3
7.98	-0.382996 3
7.99	2.00652 3
8	-0.0108424 3
8.01	-1.57279 3
8.02	-2.52014 3
8.03	-0.277788 3
8.04	3.14726 3
8.05	0.80761 3
8.06	-0.813225 3
8.07	-0.200163 3
8.08	0.344227 3
8.09	-2.51457 3
8.1	2.14092 3
8.11	2.99541 3
8.12	0.66563 3
8.13	-3.08004 3
8.14	-0.316697 3
8.15	-1.71943 3
8.16	1.06624 3
8.17	-0.485645 3
8.18	-0.106974 3
8.19	-0.698426 3
8.2	-0.588244 3
8.21	2.55713 3
8.22	3.17431 3
8.23	-2.46978 3
8.24	-0.950965 3
8.25	-4.30899 3
8.26	0.600436 3
8.27	-2.87574 3
8.28	-0.245602 3
8.29	0.271255 3
8.3	1.08564 3
8.31	-3.2787 3
8.32	0.0264198 3
8.33	0.705272 3
8.34	-2.64528 3
8.35	-3.65058 3
8.36	-4.29111 3
8.37	-2.05261 3
8.38	-0.582629 3
8.39	0.231454 3
8.4	-4.28205 3
8.41	1.82795 3
8.42	2.85562 3
8.43	0.629883 3
8.44	-1.73511 3
8.45	-0.321738 3
8.46	-3.57182 3
8.47	1.11627 3
8.48	0.108548 3
8.49	3.08732 3
8.5	-0.715366 3
8.51	-1.38646 3
8.52	-0.0563775 3
8.53	3.61625 3
8.54	-3.75196 3
8.55	0.354741 3
8.56	-2.68594 3
8.57	-3.44628 3
8.58	0.293209 3
8.59	-2.07569 3
8.6	3.82525 3
8.61	1.48776 3
8.62	0.375843 3
8.63	3.43281 3
8.64	1.24793 3
8.65	0.503117 3
8.66	0.752509 3
8.67	3.97832 3
8.68	-3.30787 3
8.69	0.739431 3
8.7	3.53785 3
8.71	4.37462 3
8.72	2.08116 3
8.73	3.02471 3
8.74	1.15346 3
8.75	4.63815 3
8.76	0.647981 3
8.77	0.487411 3
8.78	0.109786 3
8.79	-0.560739 3
8.8	3.02266 3
8.81	-2.50233 3
8.82	4.63665 3
8.83	0.658647 3
8.84	0.972985 3
8.85	-2.90885 3
8.86	4.70151 3
8.87	0.83647 3
8.88	3.89098 3
8.89	1.58056 3
8.9	0.726763 3
8.91	0.397149 3
8.92	0.0320279 3
8.93	-0.633704 3
8.94	2.71287 3
8.95	0.171762 3
8.96	1.34906 3
8.97	0.414035 3
8.98	0.243848 3
8.99	-3.10297 3
9	-0.749858 3
9.01	-1.7005 3
9.02	3.41841 3
9.03	1.06918 3
9.04	1.83504 3
9.05	-2.31544 3
9.06	3.67959 3
9.07	-0.980218 3
9.08	-1.9151 3
9.09	3.10396 3
9.1	0.807709 3
9.11	0.063517 3
9.12	2.4685 3
9.13	0.421766 3
9.14	-1.18436 3
9.15	-2.08233 3
9.16	-0.474192 3
9.17	3.54854 3
9.18	-0.200979 3
9.19	-0.466462 3
9.2	3.06637 3
9.21	-4.30427 3
9.22	-0.289653 3
9.23	-3.3442 3
9.24	0.243776 3
9.25	0.944537 3
9.26	-0.342031 3
9.27	-0.094669 3
9.28	3.36239 3
9.29	-2.4031 3
9.3	2.23926 3
9.31	0.0225922 3
9.32	-0.695821 3
9.33	1.64868 3
9.34	2.59859 3
9.35	-1.66351 3
9.36	-0.79571 3
9.37	-0.47559 3
9.38	-0.108412 3
9.39	-2.0276 3
9.4	-0.600832 3
9.41	-1.14166 3
9.42	-4.64395 3
9.43	-0.670542 3
9.44	1.96975 3
9.45	-1.33798 3
9.46	-1.99104 3
9.47	-0.86554 3
9.48	-3.89691 3
9.49	-4.58225 3
9.5	-0.622695 3
9.51	-0.906659 3
9.52	-4.22854 3
9.53	-1.85243 3
9.54	-0.498625 3
9.55	-0.959633 3
9.56	-4.42594 3
9.57	-2.14832 3
9.58	-0.743478 3
9.59	3.01353 3
9.6	3.49233 3
9.61	-0.566884 3
9.62	-0.0873512 3
9.63	0.384183 3
9.64	-0.418915 3
9.65	-0.125695 3
9.66	-3.76661 3
9.67	3.71626 3
9.68	-0.330802 3
9.69	-3.17274 3
9.7	-0.91838 3
9.71	-0.168737 3
9.72	-2.58921 3
9.73	3.36747 3
9.74	-1.06997 3
9.75	0.143645 3
9.76	-2.8803 3
9.77	-0.606395 3
9.78	0.0982672 3
9.79	-2.19703 3
9.8	0.682018 3
9.81	-3.68223 3
9.82	2.12751 3
9.83	0.619597 3
9.84	-3.33914 3
9.85	0.446321 3
9.86	0.267306 3
9.87	-2.86811 3
9.88	4.40919 3
9.89	0.423371 3
9.9	0.798704 3
9.91	1.22632 3
9.92	0.5433 3
9.93	2.88773 3
9.94	0.220574 3
9.95	4.56526 3
9.96	0.585624 3
9.97	0.931743 3
9.98	4.34899 3
9.99	-3.27631 3
10	-1.52659 3
